Table S1: A list of CpG sites with methylation patterns in Figure 1 & Additional file 1: Fig. S1,,
cpg,color,pattern
cg23501813,grey,rest
cg23505798,black,C
cg23516342,grey,rest
cg23518228,black,C
cg23527532,red,A
cg23530509,red,A
cg23530721,grey,rest
cg23532648,black,C
cg23533179,black,C
cg23538707,grey,rest
cg23543821,black,C
cg23544702,black,C
cg23545272,red,A
cg23547143,black,C
cg23549021,grey,rest
cg23549061,grey,rest
cg23552913,grey,rest
cg23554546,red,A
cg23554686,grey,rest
cg23556525,red,A
cg23570034,black,C
cg23572319,red,A
cg23572455,grey,rest
cg23574225,grey,rest
cg23575644,grey,rest
cg23575876,red,A
cg23577962,black,C
cg23590699,red,A
cg23595826,red,A
cg23604959,black,C
cg23607813,purple,D
cg23616046,grey,rest
cg23617392,black,C
cg23629795,grey,rest
cg23631070,black,C
cg23644934,purple,D
cg23646109,black,C
cg23647037,red,A
cg23647832,grey,rest
cg23662469,purple,D
cg23663092,red,A
cg23673620,black,C
cg23675214,red,A
cg23684636,grey,rest
cg23687192,red,A
cg23688843,grey,rest
cg23689357,grey,rest
cg23693475,black,C
cg23694557,red,A
cg23698956,red,A
cg23698976,grey,rest
cg23699176,black,C
cg23701759,grey,rest
cg23708288,red,A
cg23709290,red,A
cg23709838,red,A
cg23714856,red,A
cg23717696,black,C
cg23718917,red,A
cg23719663,black,C
cg23722438,red,A
cg23722529,red,A
cg23725323,grey,rest
cg23726559,red,A
cg23733328,grey,rest
cg23735003,grey,rest
cg23750556,red,A
cg23756219,grey,rest
cg23773266,green,B
cg23773646,green,B
cg23776892,black,C
cg23783489,red,A
cg23800739,black,C
cg23832225,red,A
cg23834117,grey,rest
cg23839682,red,A
cg23846114,black,C
cg23849777,black,C
cg23850281,grey,rest
cg23851088,grey,rest
cg23852772,black,C
cg23859208,grey,rest
cg23862713,red,A
cg23875045,red,A
cg23877661,black,C
cg23896806,red,A
cg23897336,red,A
cg23898213,grey,rest
cg23898859,red,A
cg23904115,black,C
cg23907260,red,A
cg23909164,red,A
cg23914031,black,C
cg23921534,red,A
cg23922730,red,A
cg23924939,black,C
cg23926715,red,A
cg23939077,red,A
cg23947872,red,A
cg23948362,black,C
cg23949973,grey,rest
cg23954847,grey,rest
cg23955970,black,C
cg23959569,grey,rest
cg23986186,red,A
cg23987198,black,C
cg23991947,red,A
cg23992130,grey,rest
cg23993375,red,A
cg23996121,black,C
cg24006341,black,C
cg24035953,grey,rest
cg24038764,red,A
cg24052239,red,A
cg24054653,red,A
cg24076965,grey,rest
cg24084633,black,C
cg24088023,black,C
cg24090339,red,A
cg24090346,grey,rest
cg24101388,black,C
cg24112882,red,A
cg24113411,black,C
cg24123432,grey,rest
cg24123780,red,A
cg24126759,red,A
cg24139739,red,A
cg24139837,green,B
cg24139895,red,A
cg24149051,red,A
cg24149658,grey,rest
cg24156613,purple,D
cg24156832,grey,rest
cg24183173,purple,D
cg24187269,black,C
cg24194941,red,A
cg24197116,grey,rest
cg24199204,green,B
cg24202640,black,C
cg24208785,grey,rest
cg24232677,green,B
cg24239230,black,C
cg24243927,black,C
cg24248049,red,A
cg24249486,grey,rest
cg24253627,grey,rest
cg24254925,grey,rest
cg24258154,grey,rest
cg24258259,black,C
cg24258881,grey,rest
cg24263233,red,A
cg24266622,black,C
cg24268343,grey,rest
cg24274662,red,A
cg24286301,grey,rest
cg24290043,black,C
cg24324483,grey,rest
cg24324845,red,A
cg24326574,black,C
cg24327587,red,A
cg24331682,black,C
cg24332600,black,C
cg24333232,black,C
cg24336035,grey,rest
cg24340926,red,A
cg24343614,black,C
cg24347741,grey,rest
cg24350752,grey,rest
cg24351198,red,A
cg24354925,grey,rest
cg24376537,red,A
cg24376810,grey,rest
cg24378073,black,C
cg24378152,red,A
cg24381372,green,B
cg24382689,black,C
cg24387818,grey,rest
cg24389217,red,A
cg24389412,red,A
cg24393665,grey,rest
cg24395545,grey,rest
cg24395855,red,A
cg24397762,grey,rest
cg24399474,grey,rest
cg24400478,black,C
cg24401049,grey,rest
cg24411090,black,C
cg24415468,grey,rest
cg24415882,black,C
cg24422680,grey,rest
cg24428913,grey,rest
cg24432916,red,A
cg24443136,black,C
cg24447042,grey,rest
cg24448565,black,C
cg24455325,black,C
cg24462545,grey,rest
cg24464282,black,C
cg24464298,grey,rest
cg24464909,red,A
cg24464999,red,A
cg24468804,red,A
cg24479484,red,A
cg24489686,black,C
cg24489774,black,C
cg24490154,grey,rest
cg24494277,black,C
cg24504300,red,A
cg24507210,grey,rest
cg24508310,purple,D
cg24511534,red,A
cg24522076,red,A
cg24529782,purple,D
cg24530587,grey,rest
cg24533311,red,A
cg24536120,black,C
cg24544147,grey,rest
cg24548265,black,C
cg24550433,red,A
cg24557160,black,C
cg24559969,grey,rest
cg24562355,black,C
cg24569746,red,A
cg24572047,black,C
cg24578879,black,C
cg24585667,green,B
cg24585803,red,A
cg24589423,black,C
cg24590452,black,C
cg24596823,green,B
cg24597862,grey,rest
cg24601489,black,C
cg24602572,black,C
cg24605338,red,A
cg24605995,red,A
cg24608087,black,C
cg24616736,red,A
cg24618413,grey,rest
cg24626756,red,A
cg24630097,black,C
cg24636657,black,C
cg24643262,grey,rest
cg24648715,grey,rest
cg24654385,grey,rest
cg24655012,black,C
cg24655125,grey,rest
cg24655427,grey,rest
cg24655865,black,C
cg24658899,red,A
cg24662926,black,C
cg24663315,red,A
cg24663569,black,C
cg24666876,black,C
cg24667168,black,C
cg24672310,black,C
cg24678093,green,B
cg24678243,black,C
cg24691157,green,B
cg24706857,grey,rest
cg24707688,red,A
cg24711407,red,A
cg24711656,black,C
cg24712639,black,C
cg24713382,black,C
cg24714666,green,B
cg24723496,black,C
cg24728008,red,A
cg24735628,black,C
cg24735671,grey,rest
cg24737468,red,A
cg24738321,black,C
cg24738806,black,C
cg24741770,grey,rest
cg24744459,grey,rest
cg24751886,red,A
cg24761295,grey,rest
cg24761827,black,C
cg24761863,grey,rest
cg24762459,black,C
cg24764759,black,C
cg24770201,black,C
cg24772920,red,A
cg24774564,black,C
cg24774956,grey,rest
cg24776295,grey,rest
cg24779040,red,A
cg24787889,red,A
cg24797724,black,C
cg24798305,green,B
cg24800146,grey,rest
cg24811772,black,C
cg24813163,red,A
cg24817502,black,C
cg24818524,grey,rest
cg24819451,black,C
cg24822127,grey,rest
cg24822140,grey,rest
cg24823082,green,B
cg24825446,grey,rest
cg24826745,red,A
cg24829975,red,A
cg24831179,red,A
cg24834461,red,A
cg24835233,grey,rest
cg24849133,black,C
cg24850178,red,A
cg24852779,black,C
cg24856797,black,C
cg24857545,black,C
cg24862851,black,C
cg24877449,grey,rest
cg24882168,black,C
cg24882621,green,B
cg24883860,black,C
cg24885603,black,C
cg24888621,red,A
cg24922864,black,C
cg24923226,red,A
cg24923543,red,A
cg24923927,black,C
cg24925698,black,C
cg24926947,black,C
cg24964364,grey,rest
cg24964466,red,A
cg24974356,black,C
cg24978383,red,A
cg24979179,black,C
cg24980481,purple,D
cg24985300,black,C
cg24995836,red,A
cg25034591,green,B
cg25047306,purple,D
cg25051693,green,B
cg25052148,black,C
cg25052176,red,A
cg25053301,red,A
cg25053900,red,A
cg25059428,grey,rest
cg25063710,red,A
cg25071429,black,C
cg25075069,red,A
cg25077868,red,A
cg25078813,red,A
cg25079603,black,C
cg25080801,black,C
cg25081977,grey,rest
cg25084393,grey,rest
cg25085823,grey,rest
cg25100404,green,B
cg25111007,black,C
cg25114033,black,C
cg25125622,red,A
cg25125652,red,A
cg25127732,red,A
cg25129414,red,A
cg25130333,red,A
cg25131597,grey,rest
cg25131897,black,C
cg25135411,black,C
cg25140188,grey,rest
cg25141133,grey,rest
cg25153266,red,A
cg25153755,grey,rest
cg25177692,grey,rest
cg25179313,red,A
cg25198830,grey,rest
cg25206725,black,C
cg25206760,red,A
cg25214923,green,B
cg25220235,red,A
cg25220716,black,C
cg25223408,red,A
cg25226068,black,C
cg25226891,red,A
cg25228188,red,A
cg25231425,black,C
cg25248094,grey,rest
cg25250241,black,C
cg25253815,grey,rest
cg25257360,black,C
cg25265343,black,C
cg25268642,black,C
cg25270089,black,C
cg25270201,red,A
cg25273427,grey,rest
cg25275876,black,C
cg25279183,red,A
cg25280509,red,A
cg25287150,black,C
cg25289658,grey,rest
cg25290724,black,C
cg25298085,black,C
cg25301621,black,C
cg25308681,black,C
cg25316166,red,A
cg25317260,red,A
cg25323012,red,A
cg25323709,grey,rest
cg25355896,black,C
cg25359581,red,A
cg25360441,black,C
cg25363442,black,C
cg25366157,red,A
cg25367647,red,A
cg25373998,grey,rest
cg25375329,red,A
cg25376316,green,B
cg25377867,grey,rest
cg25389127,green,B
cg25395546,red,A
cg25396787,green,B
cg25410279,red,A
cg25413720,red,A
cg25416923,red,A
cg25418042,black,C
cg25420238,grey,rest
cg25421903,green,B
cg25422517,black,C
cg25424556,red,A
cg25433595,red,A
cg25434856,black,C
cg25441577,red,A
cg25443545,red,A
cg25445853,grey,rest
cg25447299,grey,rest
cg25449245,red,A
cg25450034,black,C
cg25452343,black,C
cg25456959,purple,D
cg25457696,red,A
cg25478472,black,C
cg25479128,grey,rest
cg25485190,black,C
cg25488547,grey,rest
cg25492195,red,A
cg25492574,red,A
cg25493146,grey,rest
cg25496792,red,A
cg25497053,green,B
cg25497157,grey,rest
cg25499905,grey,rest
cg25502462,black,C
cg25508321,black,C
cg25514427,red,A
cg25517979,grey,rest
cg25523185,green,B
cg25524053,grey,rest
cg25525476,red,A
cg25525572,black,C
cg25529319,red,A
cg25529889,red,A
cg25536960,green,B
cg25537319,black,C
cg25538342,purple,D
cg25541754,grey,rest
cg25545920,grey,rest
cg25547772,red,A
cg25549255,black,C
cg25549519,grey,rest
cg25549758,black,C
cg25549819,red,A
cg25549901,black,C
cg25551840,black,C
cg25554892,black,C
cg25555657,red,A
cg25556752,grey,rest
cg25557806,black,C
cg25569203,black,C
cg25569491,black,C
cg25569919,black,C
cg25576048,red,A
cg25588559,black,C
cg25590318,black,C
cg25590811,black,C
cg25591670,red,A
cg25594826,grey,rest
cg25602651,grey,rest
cg25603752,red,A
cg25604547,grey,rest
cg25606376,black,C
cg25614853,red,A
cg25619303,green,B
cg25621422,black,C
cg25622910,red,A
cg25624831,grey,rest
cg25626441,black,C
cg25629913,grey,rest
cg25630838,grey,rest
cg25634978,green,B
cg25645198,black,C
cg25645693,red,A
cg25645748,black,C
cg25645840,red,A
cg25647989,black,C
cg25651984,black,C
cg25652053,black,C
cg25656981,black,C
cg25661164,red,A
cg25670900,grey,rest
cg25675072,black,C
cg25676950,red,A
cg25677867,black,C
cg25684111,grey,rest
cg25685741,red,A
cg25685838,grey,rest
cg25686125,black,C
cg25691526,green,B
cg25692732,red,A
cg25696807,grey,rest
cg25697726,red,A
cg25704253,grey,rest
cg25708442,green,B
cg25708850,red,A
cg25708912,black,C
cg25710140,black,C
cg25712015,red,A
cg25713737,black,C
cg25714610,red,A
cg25717578,black,C
cg25729795,red,A
cg25730281,black,C
cg25730864,red,A
cg25731337,black,C
cg25737241,black,C
cg25745795,grey,rest
cg25758314,grey,rest
cg25766534,red,A
cg25775033,black,C
cg25790043,grey,rest
cg25790279,grey,rest
cg25790968,black,C
cg25791017,grey,rest
cg25812668,grey,rest
cg25813820,red,A
cg25820515,grey,rest
cg25828221,red,A
cg25831281,black,C
cg25831435,black,C
cg25832529,grey,rest
cg25841909,red,A
cg25845235,black,C
cg25845992,red,A
cg25846190,red,A
cg25852925,red,A
cg25857333,grey,rest
cg25863147,grey,rest
cg25863160,black,C
cg25869832,green,B
cg25871420,grey,rest
cg25874079,red,A
cg25877087,black,C
cg25877387,black,C
cg25880538,black,C
cg25880781,red,A
cg25881119,red,A
cg25881824,red,A
cg25883790,grey,rest
cg25885716,black,C
cg25887010,grey,rest
cg25888867,red,A
cg25899147,black,C
cg25903474,red,A
cg25904743,grey,rest
cg25910467,red,A
cg25918823,red,A
cg25927711,grey,rest
cg25932752,red,A
cg25933726,red,A
cg25934633,grey,rest
cg25936168,black,C
cg25943872,red,A
cg25943986,red,A
cg25945318,red,A
cg25945792,black,C
cg25958561,black,C
cg25968748,red,A
cg25972680,black,C
cg25987804,black,C
cg25987936,red,A
cg25988710,red,A
cg25989738,black,C
cg25993152,black,C
cg25996557,grey,rest
cg25999375,black,C
cg26000542,grey,rest
cg26003280,black,C
cg26004099,red,A
cg26010707,red,A
cg26011713,red,A
cg26011743,grey,rest
cg26014066,black,C
cg26016246,black,C
cg26024941,black,C
cg26025203,black,C
cg26028155,black,C
cg26030122,black,C
cg26032161,black,C
cg26032662,red,A
cg26035633,red,A
cg26039373,red,A
cg26039676,red,A
cg26046121,black,C
cg26046341,black,C
cg26046924,black,C
cg26051018,black,C
cg26051590,black,C
cg26055054,red,A
cg26064831,red,A
cg26068514,red,A
cg26069920,black,C
cg26071410,grey,rest
cg26071642,black,C
cg26071755,green,B
cg26101161,black,C
cg26104731,red,A
cg26104800,black,C
cg26106058,black,C
cg26117336,grey,rest
cg26119746,red,A
cg26121736,black,C
cg26122495,red,A
cg26129027,grey,rest
cg26129200,red,A
cg26135767,red,A
cg26140100,grey,rest
cg26140836,grey,rest
cg26142661,red,A
cg26143566,black,C
cg26144445,red,A
cg26150490,red,A
cg26155374,red,A
cg26155828,red,A
cg26175661,grey,rest
cg26176649,red,A
cg26180209,grey,rest
cg26185620,grey,rest
cg26190455,red,A
cg26192860,black,C
cg26196133,black,C
cg26197836,black,C
cg26207017,red,A
cg26214064,black,C
cg26215003,red,A
cg26218823,black,C
cg26222407,red,A
cg26222437,red,A
cg26231996,green,B
cg26239772,black,C
cg26257771,black,C
cg26267038,red,A
cg26283136,black,C
cg26287822,grey,rest
cg26289222,black,C
cg26294718,grey,rest
cg26296266,grey,rest
cg26297738,grey,rest
cg26301245,red,A
cg26304243,black,C
cg26305090,grey,rest
cg26306815,red,A
cg26309951,grey,rest
cg26310256,grey,rest
cg26326746,red,A
cg26328611,black,C
cg26333595,red,A
cg26335568,red,A
cg26337307,black,C
cg26341773,green,B
cg26348018,red,A
cg26352143,grey,rest
cg26358122,black,C
cg26359388,purple,D
cg26362813,grey,rest
cg26363000,black,C
cg26367351,grey,rest
cg26367537,red,A
cg26375010,red,A
cg26375421,red,A
cg26382607,black,C
cg26388009,black,C
cg26391786,black,C
cg26395098,black,C
cg26399113,red,A
cg26404952,black,C
cg26406249,black,C
cg26413007,black,C
cg26414720,black,C
cg26415216,grey,rest
cg26417435,black,C
cg26419091,black,C
cg26422761,green,B
cg26436278,grey,rest
cg26438739,red,A
cg26445203,black,C
cg26457272,red,A
cg26464978,grey,rest
cg26469991,red,A
cg26483766,red,A
cg26486069,black,C
cg26486175,grey,rest
cg26488590,black,C
cg26489179,black,C
cg26492398,black,C
cg26492744,grey,rest
cg26498015,black,C
cg26499561,grey,rest
cg26499822,grey,rest
cg26500539,grey,rest
cg26502984,black,C
cg26506555,black,C
cg26510526,red,A
cg26511293,red,A
cg26511551,red,A
cg26513050,black,C
cg26519783,grey,rest
cg26520232,black,C
cg26523237,grey,rest
cg26533737,grey,rest
cg26536952,black,C
cg26545968,black,C
cg26547788,green,B
cg26550835,grey,rest
cg26551791,grey,rest
cg26552464,red,A
cg26553525,black,C
cg26555756,red,A
cg26557308,grey,rest
cg26561721,black,C
cg26561773,black,C
cg26563418,grey,rest
cg26581933,red,A
cg26582789,grey,rest
cg26584771,red,A
cg26593194,black,C
cg26598396,grey,rest
cg26600878,grey,rest
cg26602702,black,C
cg26605073,grey,rest
cg26606552,red,A
cg26617333,grey,rest
cg26617508,red,A
cg26621897,grey,rest
cg26623411,green,B
cg26624294,red,A
cg26624672,black,C
cg26644504,black,C
cg26655138,red,A
cg26668105,black,C
cg26670011,grey,rest
cg26674297,black,C
cg26674361,grey,rest
cg26688923,red,A
cg26689777,black,C
cg26695278,grey,rest
cg26697633,grey,rest
cg26699341,grey,rest
cg26700969,grey,rest
cg26703008,black,C
cg26704637,grey,rest
cg26710619,grey,rest
cg26715986,black,C
cg26734249,red,A
cg26735105,black,C
cg26735834,black,C
cg26741576,red,A
cg26744369,grey,rest
cg26747299,black,C
cg26747413,black,C
cg26748472,green,B
cg26751304,red,A
cg26751510,black,C
cg26751631,red,A
cg26768181,black,C
cg26773183,black,C
cg26778358,red,A
cg26778571,red,A
cg26780743,black,C
cg26785999,green,B
cg26786476,red,A
cg26791231,red,A
cg26791349,black,C
cg26800155,red,A
cg26801383,red,A
cg26802917,black,C
cg26803301,grey,rest
cg26805585,grey,rest
cg26807389,black,C
cg26807533,red,A
cg26809795,black,C
cg26809968,black,C
cg26810336,red,A
cg26814883,red,A
cg26815962,red,A
cg26818954,black,C
cg26822438,red,A
cg26822601,red,A
cg26839325,purple,D
cg26848126,grey,rest
cg26872564,grey,rest
cg26883351,red,A
cg26889826,black,C
cg26892560,black,C
cg26901920,red,A
cg26905196,black,C
cg26907889,red,A
cg26909705,grey,rest
cg26912861,black,C
cg26918720,red,A
cg26918919,black,C
cg26924177,black,C
cg26924445,black,C
cg26927498,black,C
cg26929239,grey,rest
cg26931498,grey,rest
cg26932018,grey,rest
cg26933504,black,C
cg26943822,red,A
cg26944949,black,C
cg26947474,black,C
cg26948870,black,C
cg26950467,red,A
cg26950514,grey,rest
cg26952671,grey,rest
cg26953234,grey,rest
cg26954928,black,C
cg26955512,red,A
cg26955881,red,A
cg26959464,grey,rest
cg26961103,black,C
cg26962057,green,B
cg26964112,grey,rest
cg26965695,grey,rest
cg26965953,grey,rest
cg26967211,red,A
cg26973074,black,C
cg26982390,black,C
cg26985119,red,A
cg27013947,black,C
cg27033183,grey,rest
cg27038067,black,C
cg27040993,grey,rest
cg27042767,green,B
cg27044041,red,A
cg27044570,red,A
cg27045390,red,A
cg27046940,grey,rest
cg27048639,grey,rest
cg27049053,grey,rest
cg27053580,purple,D
cg27055580,grey,rest
cg27058480,red,A
cg27060653,black,C
cg27064928,grey,rest
cg27064949,grey,rest
cg27065374,grey,rest
cg27066211,red,A
cg27067621,grey,rest
cg27069588,black,C
cg27070532,black,C
cg27072561,grey,rest
cg27074837,black,C
cg27078591,red,A
cg27084087,black,C
cg27086638,grey,rest
cg27087885,black,C
cg27112414,red,A
cg27118658,red,A
cg27121276,grey,rest
cg27124447,black,C
cg27124742,black,C
cg27130774,black,C
cg27138147,red,A
cg27138390,grey,rest
cg27147258,red,A
cg27151828,black,C
cg27153798,red,A
cg27161395,red,A
cg27162304,green,B
cg27167381,black,C
cg27167763,purple,D
cg27167979,red,A
cg27187671,red,A
cg27189967,black,C
cg27192418,black,C
cg27198824,red,A
cg27204474,red,A
cg27207932,grey,rest
cg27208467,grey,rest
cg27212917,black,C
cg27221747,black,C
cg27235557,black,C
cg27248583,red,A
cg27250462,black,C
cg27253485,grey,rest
cg27254181,black,C
cg27256435,green,B
cg27260858,grey,rest
cg27262852,black,C
cg27271368,red,A
cg27271445,red,A
cg27273125,black,C
cg27274135,black,C
cg27278294,black,C
cg27297105,black,C
cg27298639,black,C
cg27301033,red,A
cg27301423,black,C
cg27303549,black,C
cg27307168,grey,rest
cg27309392,grey,rest
cg27311392,red,A
cg27312241,black,C
cg27313362,black,C
cg27321748,black,C
cg27329507,black,C
cg27332976,black,C
cg27333993,red,A
cg27351642,green,B
cg27359082,black,C
cg27359921,black,C
cg27360006,black,C
cg27360158,grey,rest
cg27375748,red,A
cg27381383,red,A
cg27382931,red,A
cg27389529,red,A
cg27389609,red,A
cg27394478,grey,rest
cg27395754,black,C
cg27398247,black,C
cg27401562,grey,rest
cg27403913,red,A
cg27419400,red,A
cg27422580,black,C
cg27424370,red,A
cg27424407,green,B
cg27425779,black,C
cg27429230,red,A
cg27429569,black,C
cg27436891,black,C
cg27437966,black,C
cg27441063,grey,rest
cg27443052,black,C
cg27446382,black,C
cg27450030,grey,rest
cg27450971,black,C
cg27453644,red,A
cg27463946,black,C
cg27464574,red,A
cg27465531,red,A
cg27479815,red,A
cg27480179,black,C
cg27480347,red,A
cg27483305,red,A
cg27485646,red,A
cg27496592,red,A
cg27497831,grey,rest
cg27502296,red,A
cg27504079,black,C
cg27505047,red,A
cg27505756,black,C
cg27514326,black,C
cg27519679,red,A
cg27523218,grey,rest
cg27539023,red,A
cg27540791,red,A
cg27545072,black,C
cg27548655,grey,rest
cg27550498,grey,rest
cg27551771,black,C
cg27554171,black,C
cg27555176,red,A
cg27557909,red,A
cg27559462,red,A
cg27561732,black,C
cg27564373,red,A
cg27564716,black,C
cg27565450,grey,rest
cg27584469,grey,rest
cg27587954,black,C
cg27590199,black,C
cg27590787,grey,rest
cg27592862,black,C
cg27606804,black,C
cg27615590,red,A
cg27621747,black,C
cg27633912,grey,rest
cg27643842,black,C
cg27647594,red,A
ch.X.7566543R,green,B
ch.X.147603R,green,B
ch.X.188238R,green,B
ch.X.223217F,green,B
ch.X.16035608F,green,B
ch.X.16400295F,green,B
ch.X.253162F,green,B
ch.X.255793R,green,B
ch.X.256253R,green,B
ch.X.258064R,green,B
ch.X.23343928R,green,B
ch.X.382657R,grey,rest
ch.X.397055F,green,B
ch.X.409130R,green,B
ch.X.25041823R,green,B
ch.X.34090944F,green,B
ch.X.557489R,green,B
ch.X.576904F,green,B
ch.X.652438R,green,B
ch.X.665616F,green,B
ch.X.42405548R,green,B
ch.X.42631857F,green,B
ch.X.42854404F,green,B
ch.X.42921571R,green,B
ch.X.703923F,green,B
ch.X.714485F,green,B
ch.X.772254F,green,B
ch.X.798879F,green,B
ch.X.881064F,green,B
ch.X.881546R,green,B
ch.X.56864533F,green,B
ch.X.57019131F,green,B
ch.X.938089F,green,B
ch.X.1002740R,green,B
ch.X.1031144F,green,B
ch.X.68408155R,green,B
ch.X.1083956F,green,B
ch.X.1084407R,green,B
ch.X.1171704R,green,B
ch.X.1282647F,green,B
ch.X.87262228F,green,B
ch.X.90223523F,green,B
ch.X.92435715F,green,B
ch.X.92448175R,green,B
ch.X.92543860F,green,B
ch.X.92554290F,green,B
ch.X.93511680F,green,B
ch.X.94051109R,green,B
ch.X.94260649R,green,B
ch.X.97129969R,green,B
ch.X.97133160R,green,B
ch.X.97651759F,green,B
ch.X.98007042R,green,B
ch.X.1485219F,green,B
ch.X.102893131F,green,B
ch.X.108232304R,green,B
ch.X.108297408F,green,B
ch.X.111648924R,green,B
ch.X.112118442F,green,B
ch.X.112138872R,green,B
